Respondent_ID,Persona_Cluster,Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q10_NumCurrencies,Q12_SavingsPct,Q9_ReviewFrequency,Q8_MobileBanking,Q8_DedicatedApp,Q8_Spreadsheet,Q11_Remittance,Q11_FX,Q11_Investment,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_HealthUnderstanding,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q19_PrivacyConcern,Q24_DownloadLikelihood,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_WouldRecommend,Q27_CurrentSatisfaction,Q31_ConfidenceAI,Q29_NPS,Q20_WTP_Intent,Q21_WTP_AED,Q22_PricingModel,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness
R0800,High-Earning Nomad,39,3,3,5,4,1,4,1,1,0,1,1,0,0,3,3,4,4,3,4,3,5,4,4,5,2,7,4,5,4,3,4,5,5,0,2,3.5,6.0,4.17,4.35,6.4,9.0,2,0.7019
R0801,Cautious Saver,38,2,1,4,3,2,3,0,0,0,0,0,1,1,3,5,3,2,4,2,3,3,3,4,3,2,5,5,4,4,5,2,8,3,30,4,3.12,1.0,4.0,3.66,5.24,6.0,3,0.56
R0802,Tech-Savvy Millennial,35,2,2,5,3,1,4,0,1,1,0,1,0,0,5,2,3,2,4,3,4,3,3,4,3,2,6,5,5,4,5,1,10,1,30,2,3.38,4.0,4.67,4.09,5.76,6.0,2,0.6419
R0803,Struggling Expat,35,3,3,4,3,1,3,1,0,1,0,1,1,1,3,3,5,3,5,4,2,5,5,4,2,3,7,4,4,4,4,3,3,2,10,5,4.12,3.0,4.0,4.46,7.44,8.0,3,0.675
R0804,Struggling Expat,38,3,2,1,2,1,2,0,0,1,0,0,0,1,3,5,5,5,4,3,4,5,3,4,4,3,5,4,4,5,4,4,7,2,10,2,4.38,1.0,4.17,4.39,7.96,3.0,2,0.6019
R0805,Senior Finance Pro,52,3,4,5,3,2,3,1,0,0,1,0,0,1,3,2,3,3,2,3,5,3,3,5,4,3,6,3,4,4,4,6,8,2,80,2,2.75,3.0,3.67,3.48,4.7,6.0,4,0.6469
R0806,Cautious Saver,44,2,5,4,2,1,4,1,0,0,0,0,0,0,4,3,3,2,2,4,4,4,5,4,2,2,5,5,5,4,4,2,2,2,50,6,3.12,2.0,4.17,3.76,5.44,4.0,0,0.5719
R0807,High-Earning Nomad,43,2,3,4,4,1,2,0,0,1,1,0,0,1,3,2,4,3,3,2,4,4,4,4,5,2,7,4,5,5,6,6,8,4,150,3,3.12,0.0,4.5,4.16,5.04,5.0,4,0.755
R0808,High-Earning Nomad,43,4,5,5,5,2,3,0,0,0,1,1,0,0,2,4,4,4,3,3,5,5,2,3,4,2,7,5,4,4,2,5,7,1,50,3,3.75,1.0,3.83,4.38,7.1,5.0,2,0.6931
R0809,Senior Finance Pro,42,2,4,2,3,1,3,0,0,0,1,1,1,1,3,2,3,4,1,1,4,4,4,5,4,3,8,4,3,5,4,5,0,2,50,1,2.38,1.0,3.83,3.59,3.96,6.0,5,0.7431
R0810,Tech-Savvy Millennial,32,5,5,3,3,2,2,1,0,0,1,0,1,1,4,4,3,3,3,3,4,5,4,3,4,2,8,5,5,5,4,5,4,1,80,2,3.38,3.0,4.67,3.79,5.96,8.0,5,0.8019
R0811,High-Earning Nomad,40,5,4,5,4,1,3,0,1,1,1,1,0,1,1,5,3,3,4,1,4,5,3,5,4,2,6,3,3,4,6,3,8,2,80,4,3.0,4.0,3.5,4.1,4.8,8.0,3,0.59
R0812,Cautious Saver,48,3,4,1,2,2,2,0,0,1,1,1,0,1,4,3,3,2,1,4,3,2,5,4,3,2,5,3,4,4,5,2,7,1,50,3,3.0,0.0,4.0,3.4,5.0,3.0,3,0.56
R0813,Tech-Savvy Millennial,38,3,4,3,3,2,1,1,0,0,1,1,1,1,4,2,3,3,2,3,4,5,4,2,5,2,6,4,4,2,3,3,8,1,50,2,3.12,3.0,3.67,3.66,5.64,8.0,5,0.6019
R0814,High-Earning Nomad,42,5,4,1,4,3,2,0,0,1,0,0,1,1,5,3,5,4,2,2,5,4,4,4,4,2,7,4,4,4,4,5,10,1,80,5,3.5,1.0,3.83,3.75,6.2,7.0,2,0.6931
R0815,High-Earning Nomad,39,3,3,4,4,1,2,1,0,0,0,0,0,0,3,5,3,3,3,2,4,4,3,3,4,2,7,4,3,3,5,3,2,1,80,3,3.38,3.0,3.17,4.29,5.76,6.0,0,0.6169
R0816,Struggling Expat,32,2,2,4,3,1,4,0,0,0,1,1,0,1,3,3,3,3,3,3,5,5,4,4,3,2,6,3,3,3,4,4,5,1,30,2,3.75,0.0,4.17,4.28,6.7,4.0,4,0.6519
R0817,Struggling Expat,36,2,2,4,3,1,3,0,0,1,0,0,0,0,4,3,5,2,5,5,4,5,4,4,4,3,5,5,3,3,2,3,6,3,80,3,4.12,1.0,3.67,4.46,7.84,3.0,0,0.5519
R0818,Senior Finance Pro,42,5,5,5,4,3,2,0,0,0,1,0,1,0,4,2,5,3,1,2,3,4,4,4,5,3,6,4,3,4,6,5,6,2,80,4,2.75,1.0,3.83,3.38,4.3,6.0,3,0.6431
R0819,Tech-Savvy Millennial,35,3,4,4,2,1,1,1,0,1,1,0,0,1,3,3,4,3,3,3,5,4,4,4,4,1,7,4,4,5,4,6,8,1,50,2,3.38,3.0,4.0,3.89,5.96,5.0,4,0.72
R0820,Senior Finance Pro,44,4,4,3,4,2,3,0,0,0,0,0,0,0,3,3,2,2,1,1,3,4,4,5,4,3,6,4,4,4,6,5,8,1,80,3,2.25,1.0,3.5,3.42,3.3,4.0,0,0.62
R0821,Cautious Saver,36,4,4,5,2,4,4,1,1,0,0,0,1,1,2,2,3,3,4,1,4,4,4,4,3,4,7,4,3,4,6,1,7,3,30,3,2.62,6.0,3.5,2.81,4.04,9.0,3,0.61
R0822,Tech-Savvy Millennial,37,5,4,4,2,1,3,1,1,0,1,1,0,1,5,1,3,3,3,2,5,4,2,2,4,2,6,5,4,5,4,3,8,1,50,1,3.12,6.0,4.33,3.76,5.44,8.0,5,0.6481
R0823,Senior Finance Pro,41,5,5,4,4,1,3,0,1,1,0,1,0,1,2,2,3,1,2,2,5,5,4,5,4,3,6,3,5,4,6,3,6,4,150,2,2.5,4.0,4.0,3.85,3.8,8.0,3,0.625
R0824,Senior Finance Pro,52,2,4,5,3,2,1,0,0,1,1,1,0,1,3,3,4,1,1,3,3,5,4,5,4,3,6,4,4,3,6,4,8,2,150,4,2.5,1.0,3.83,3.35,3.8,4.0,3,0.6281
R0825,Struggling Expat,39,2,2,5,2,1,3,0,1,0,1,1,0,0,4,5,5,3,5,5,5,3,5,4,4,3,3,5,4,4,2,1,5,2,10,5,4.5,4.0,4.0,4.45,8.56,5.0,3,0.445
R0826,High-Earning Nomad,41,4,4,5,5,1,5,1,0,0,1,1,0,1,2,3,2,3,4,4,4,5,4,5,5,3,7,3,5,3,4,5,7,3,150,6,3.0,3.0,3.5,4.3,5.2,8.0,5,0.67
R0827,Senior Finance Pro,43,5,4,4,3,2,3,1,1,1,0,0,1,1,3,2,3,3,3,2,5,5,4,4,5,3,4,5,4,3,6,3,5,2,50,4,3.0,6.0,3.83,3.6,4.8,9.0,2,0.5131
R0828,Senior Finance Pro,36,4,4,4,3,2,1,0,0,1,0,1,1,1,1,2,2,2,1,4,4,4,4,4,4,2,8,3,4,2,5,7,9,2,50,4,2.12,1.0,3.5,3.16,3.24,6.0,5,0.75
R0829,Cautious Saver,41,2,3,1,3,2,2,0,0,1,1,0,0,1,1,3,2,3,3,3,4,5,4,4,3,1,7,4,3,3,5,4,7,2,30,3,2.5,1.0,3.5,3.35,4.0,4.0,3,0.655
R0830,Senior Finance Pro,43,5,3,4,4,3,3,1,0,0,1,0,1,0,1,4,3,1,3,5,5,4,3,4,3,2,6,4,3,3,5,1,4,2,80,2,2.75,3.0,3.83,3.38,4.5,8.0,4,0.5831
R0831,Tech-Savvy Millennial,35,3,4,3,4,1,1,0,0,1,1,1,1,1,4,4,4,3,3,4,4,4,3,4,4,3,10,3,5,4,1,8,10,1,80,2,4.0,1.0,4.17,4.6,7.8,7.0,5,0.9119
R0832,Senior Finance Pro,47,2,3,3,3,3,1,0,1,0,1,1,0,1,2,3,2,3,1,2,4,5,4,4,4,3,7,4,5,3,7,5,5,2,80,2,2.38,4.0,3.67,2.99,3.36,7.0,4,0.6819
R0833,Tech-Savvy Millennial,32,3,2,1,3,2,2,0,0,0,1,1,0,1,4,2,2,2,2,1,5,3,4,3,3,3,6,3,5,4,6,3,7,1,30,2,2.38,1.0,3.83,3.29,3.56,4.0,4,0.6131
R0834,Tech-Savvy Millennial,40,2,3,2,3,1,1,1,0,0,0,0,0,1,4,3,4,3,1,2,4,3,4,4,4,1,6,4,4,3,5,3,5,3,30,1,3.12,3.0,3.67,3.96,5.24,6.0,2,0.6019
R0835,Struggling Expat,40,2,2,5,3,1,3,0,0,1,1,1,0,1,4,3,4,4,3,3,5,5,4,4,4,3,6,5,3,3,3,4,7,4,10,3,3.75,1.0,4.0,4.28,6.9,4.0,5,0.64
R0836,Senior Finance Pro,44,2,5,5,4,3,2,0,1,0,0,0,0,0,3,3,4,3,2,3,3,4,4,4,4,2,4,4,3,4,7,2,5,5,0,5,2.88,4.0,3.5,3.44,4.36,7.0,0,0.475
R0837,High-Earning Nomad,36,3,4,5,4,1,3,0,0,0,1,0,0,1,3,4,3,5,2,3,5,4,3,4,5,1,5,3,2,4,4,6,5,5,0,2,3.25,1.0,3.5,4.22,5.7,5.0,4,0.585
R0838,Senior Finance Pro,43,3,4,4,3,3,2,1,1,0,1,0,0,0,3,2,3,3,1,1,4,5,5,4,3,3,6,5,4,3,3,6,7,1,150,3,2.25,5.0,4.33,2.92,3.9,8.0,1,0.6931
R0839,Struggling Expat,35,3,3,4,3,1,3,0,0,0,0,1,0,1,3,4,5,3,3,4,5,4,5,4,3,1,5,5,5,3,1,4,5,3,10,2,4.0,1.0,4.33,4.4,7.8,4.0,3,0.6131
R0840,Struggling Expat,47,3,2,5,2,1,3,0,1,1,1,0,1,1,3,3,4,5,4,3,4,3,4,4,3,3,6,4,4,5,2,6,5,4,10,2,3.88,4.0,4.0,4.14,7.36,8.0,3,0.67
R0841,Tech-Savvy Millennial,35,5,2,2,3,1,1,0,1,1,0,1,0,1,1,2,4,4,3,3,5,5,5,2,3,2,5,5,4,4,7,4,6,2,80,2,3.12,4.0,4.33,3.96,4.84,7.0,4,0.6131
R0842,Struggling Expat,37,2,4,4,2,4,4,1,0,1,0,1,0,0,5,5,4,5,4,5,5,5,5,5,3,2,3,4,4,2,3,1,4,3,30,2,4.5,3.0,3.67,3.68,8.4,4.0,2,0.4219
R0843,Tech-Savvy Millennial,29,2,3,3,4,2,1,1,1,0,1,1,0,1,3,3,4,3,2,4,3,3,4,3,4,2,9,5,4,4,5,5,9,1,50,2,3.38,6.0,4.17,3.99,5.76,9.0,5,0.8169
R0844,High-Earning Nomad,45,5,5,2,4,1,3,1,0,1,1,0,1,1,4,4,4,4,2,3,4,3,4,4,4,1,6,5,5,3,4,6,10,2,80,2,3.38,3.0,4.0,4.29,5.96,9.0,4,0.67
R0845,Tech-Savvy Millennial,34,2,2,4,3,1,3,1,1,1,1,1,0,1,5,3,3,3,2,3,5,2,3,4,3,3,8,4,3,3,6,5,10,4,10,2,3.12,6.0,4.0,3.96,5.04,9.0,4,0.755
R0846,Senior Finance Pro,41,5,4,5,3,2,1,1,1,0,1,1,0,1,2,3,4,3,1,1,4,4,5,5,4,1,9,4,4,3,4,8,7,2,150,1,2.38,6.0,3.67,3.29,3.96,9.0,4,0.8269
R0847,Tech-Savvy Millennial,34,5,3,1,3,3,3,1,1,1,1,0,1,1,2,2,4,4,2,2,5,4,4,4,4,1,8,4,2,3,6,7,7,1,50,2,3.0,6.0,3.5,3.3,4.8,9.0,4,0.75
R0848,High-Earning Nomad,42,3,5,2,5,1,4,0,0,0,0,0,1,1,3,5,2,3,3,5,3,4,4,4,5,3,6,4,4,3,6,5,5,2,80,2,3.62,1.0,3.5,4.61,6.04,8.0,3,0.62
R0849,Struggling Expat,38,5,3,1,2,1,1,0,0,0,1,0,1,0,3,3,4,4,3,2,4,5,5,5,3,4,7,5,3,5,2,6,5,3,50,1,3.62,1.0,4.33,4.01,6.84,4.0,4,0.7431
R0850,Struggling Expat,37,1,2,3,3,1,3,0,0,0,0,1,0,1,3,4,4,3,4,5,4,4,5,4,2,2,5,5,4,5,4,3,6,4,30,2,4.12,1.0,4.33,4.46,7.44,4.0,3,0.5981
R0851,Tech-Savvy Millennial,32,2,3,3,3,1,1,1,1,0,1,1,1,1,3,2,4,1,3,2,5,3,4,3,2,3,8,3,3,3,3,6,7,1,30,2,3.0,6.0,3.5,3.9,5.4,9.0,6,0.735
R0852,Cautious Saver,42,3,4,4,3,1,2,0,0,0,0,1,1,1,5,5,5,5,5,5,3,4,5,4,3,3,10,3,4,4,4,4,10,3,30,3,2.88,0.0,3.83,3.84,4.96,6.0,4,0.8281
R0853,Tech-Savvy Millennial,29,3,5,2,2,1,2,0,1,0,1,1,1,1,3,1,5,2,4,2,5,4,4,3,4,2,6,4,3,3,7,4,10,1,80,2,3.25,4.0,3.83,3.82,5.1,8.0,5,0.6281
R0854,High-Earning Nomad,38,5,4,5,4,2,1,1,0,0,1,0,1,1,1,5,3,3,1,3,4,4,4,4,5,2,7,5,2,4,5,3,10,2,50,2,2.75,2.0,4.0,3.68,4.5,9.0,4,0.675
R0855,Tech-Savvy Millennial,27,2,3,2,3,2,4,1,0,0,1,0,0,1,3,2,3,3,1,2,5,3,3,3,4,2,7,4,5,4,4,6,8,2,80,1,3.0,3.0,4.33,3.6,5.2,6.0,4,0.7431
R0856,Tech-Savvy Millennial,29,3,2,1,3,1,2,1,1,0,0,1,0,0,2,3,4,3,3,3,4,5,4,3,4,2,8,3,3,4,6,7,9,3,50,2,3.25,6.0,3.83,4.03,5.3,8.0,1,0.7731
R0857,Tech-Savvy Millennial,29,3,2,2,4,2,1,1,0,0,1,1,1,1,3,4,5,2,2,3,5,3,4,3,3,3,7,5,3,3,3,5,8,2,30,1,3.12,3.0,4.17,3.86,5.64,9.0,5,0.7169
R0858,Struggling Expat,35,3,2,4,3,1,5,0,0,1,0,1,1,1,5,4,4,2,5,2,5,4,5,5,3,4,10,5,4,5,3,9,7,2,30,1,3.88,1.0,4.17,4.34,7.16,6.0,4,0.9269
R0859,Struggling Expat,38,2,1,4,4,1,2,0,0,0,1,0,0,1,3,3,5,3,4,3,4,4,5,5,2,3,4,5,3,4,4,5,5,3,10,2,3.38,1.0,4.0,4.29,5.96,5.0,3,0.555
R0860,Tech-Savvy Millennial,26,3,4,1,3,3,1,0,1,0,1,1,0,1,1,3,3,4,3,2,5,4,5,3,4,1,8,3,5,5,6,8,8,2,50,5,3.0,4.0,4.17,3.3,4.8,7.0,4,0.8119
R0861,Cautious Saver,40,4,4,2,2,1,1,0,0,1,1,0,0,1,1,2,4,3,2,2,3,4,4,3,4,3,6,3,3,4,6,4,10,1,30,3,2.75,1.0,3.83,3.58,4.3,3.0,3,0.6281
R0862,Senior Finance Pro,42,3,3,5,3,2,4,0,1,0,1,0,0,1,5,3,2,1,1,1,3,4,4,4,3,3,7,2,4,4,3,3,1,2,80,4,2.12,3.0,3.0,3.16,3.64,7.0,4,0.605
R0863,Struggling Expat,39,3,1,5,2,1,4,0,0,0,1,0,0,1,4,4,5,4,5,4,2,4,4,5,4,3,5,5,5,4,2,5,7,3,10,1,4.5,1.0,4.33,4.45,8.56,3.0,3,0.6281
R0864,Senior Finance Pro,50,4,5,4,3,2,3,0,0,1,1,0,0,1,2,2,5,3,2,3,3,5,5,4,4,3,4,3,4,5,5,4,8,4,80,3,2.88,1.0,4.0,3.54,4.76,4.0,4,0.54
R0865,Senior Finance Pro,41,5,3,4,4,1,2,0,1,0,1,1,0,0,3,3,1,2,1,3,3,4,4,5,5,2,6,4,3,4,5,5,6,1,80,2,2.25,4.0,3.5,3.72,3.5,7.0,3,0.62
R0866,Struggling Expat,38,3,3,4,3,1,4,0,0,1,1,1,0,1,3,2,5,3,4,4,4,3,5,4,4,3,3,5,2,5,1,1,6,3,30,2,3.88,1.0,3.83,4.34,7.56,4.0,4,0.4331
R0867,Tech-Savvy Millennial,32,2,3,4,3,1,2,1,1,0,1,1,0,1,3,2,3,3,1,3,4,5,5,3,3,2,7,4,5,5,5,5,9,1,30,4,3.0,6.0,4.0,3.9,5.0,9.0,4,0.705
R0868,Tech-Savvy Millennial,30,3,4,2,2,1,2,0,1,0,0,1,1,1,1,4,4,1,1,3,4,4,3,5,3,2,8,4,5,4,4,5,7,1,50,2,2.75,4.0,4.17,3.58,4.7,8.0,4,0.7669
R0869,High-Earning Nomad,39,5,4,5,4,1,3,0,0,0,1,0,0,0,3,3,4,3,3,3,5,4,3,4,5,3,6,4,4,3,5,6,2,4,50,2,3.38,1.0,3.67,4.29,5.76,4.0,1,0.6469
R0870,High-Earning Nomad,33,3,3,4,5,1,2,1,1,0,1,0,0,1,4,4,3,4,3,3,3,4,4,4,4,1,6,4,3,4,6,5,5,4,80,2,3.38,6.0,3.5,4.49,5.56,9.0,3,0.62
R0871,Senior Finance Pro,50,5,3,5,3,2,2,0,0,0,0,0,0,0,2,3,2,2,4,2,3,4,5,4,4,3,5,3,4,4,6,3,8,1,150,3,2.5,1.0,4.17,3.35,3.8,3.0,0,0.5869
R0872,Tech-Savvy Millennial,34,3,2,4,3,1,2,0,0,0,0,0,0,0,5,2,2,4,2,3,5,5,5,3,4,2,6,3,3,3,5,3,8,2,50,4,3.12,1.0,3.17,3.96,5.24,3.0,0,0.5669
R0873,Struggling Expat,34,2,2,4,3,1,4,1,0,1,1,1,0,0,4,3,4,5,4,4,5,5,5,5,3,3,10,4,3,4,4,6,8,2,10,2,4.12,3.0,3.83,4.46,7.44,5.0,4,0.8581
R0874,Senior Finance Pro,42,3,5,5,3,2,1,1,1,0,0,0,0,1,1,2,3,3,1,2,4,5,4,4,4,2,4,4,4,4,3,2,4,3,80,6,2.0,6.0,4.17,3.1,3.4,9.0,1,0.5219
R0875,Tech-Savvy Millennial,32,5,3,1,2,3,1,0,1,0,1,0,0,0,5,2,4,1,4,4,5,5,4,3,4,3,8,4,4,4,2,6,8,2,80,6,3.38,4.0,3.67,3.29,6.36,5.0,3,0.7469
R0876,Tech-Savvy Millennial,26,2,1,2,3,1,3,1,0,0,1,1,0,1,3,2,3,2,2,2,5,5,3,3,3,2,7,5,4,5,5,5,9,2,50,2,2.88,3.0,4.67,3.84,4.76,6.0,4,0.7519
R0877,Cautious Saver,43,4,3,4,2,2,2,0,0,0,0,0,0,0,3,3,3,2,2,1,4,4,5,2,3,3,10,4,2,3,2,4,2,2,30,3,2.62,0.0,3.5,3.21,4.84,2.0,2,0.805
R0878,Struggling Expat,36,5,3,3,2,1,4,0,1,0,1,1,1,1,5,3,5,3,3,5,4,4,5,4,3,2,6,5,3,4,2,6,6,3,10,2,4.12,4.0,3.83,4.26,7.84,8.0,5,0.6581
R0879,Tech-Savvy Millennial,34,3,3,4,4,3,1,1,0,1,1,0,1,0,4,1,3,2,1,3,5,5,4,3,4,1,6,5,5,3,5,2,8,2,30,2,2.75,3.0,4.17,3.38,4.5,8.0,3,0.6219
R0880,Tech-Savvy Millennial,32,2,4,4,2,1,1,1,0,0,0,0,0,0,3,3,3,3,2,5,5,4,4,3,4,2,7,4,3,3,7,3,6,3,30,4,3.38,3.0,3.5,3.89,5.36,4.0,0,0.64
R0881,Tech-Savvy Millennial,35,3,3,4,3,2,1,1,0,0,1,0,0,0,1,2,3,3,2,4,5,4,5,4,4,2,8,4,3,5,5,5,6,3,50,2,2.88,3.0,4.0,3.54,4.76,5.0,3,0.755
R0882,Struggling Expat,33,2,3,4,2,1,3,1,0,0,1,0,0,1,5,4,5,3,3,5,4,5,4,5,3,2,5,5,4,3,4,2,7,2,10,3,4.38,3.0,3.67,4.39,7.96,5.0,4,0.5369
R0883,Tech-Savvy Millennial,35,4,5,3,3,1,1,1,1,0,0,1,0,1,3,3,3,2,2,3,5,4,5,4,3,2,7,3,3,5,7,4,8,3,50,2,3.12,6.0,3.67,3.96,4.84,9.0,3,0.6669
R0884,Tech-Savvy Millennial,33,3,4,4,2,2,3,1,1,1,1,1,0,1,2,3,3,3,4,1,4,3,4,5,3,1,6,4,4,4,4,4,8,2,50,2,3.12,6.0,4.17,3.46,5.44,8.0,4,0.6519
R0885,Cautious Saver,45,3,3,5,3,2,3,0,0,0,0,0,0,0,3,3,3,3,3,3,3,5,5,4,5,3,5,4,4,4,5,3,4,3,50,2,3.0,0.0,3.83,3.6,5.0,3.0,0,0.5631
R0886,Tech-Savvy Millennial,33,4,3,3,3,1,4,1,0,0,1,1,0,1,4,2,3,3,2,2,5,4,5,3,4,2,7,5,4,3,3,3,8,1,30,3,2.75,3.0,4.0,3.78,4.9,6.0,4,0.675
R0887,Struggling Expat,41,2,2,5,3,1,4,0,0,0,1,1,0,0,4,3,5,4,3,4,4,5,3,4,4,2,5,4,4,4,2,3,6,2,30,3,4.12,1.0,4.0,4.46,7.84,3.0,3,0.575
R0888,Tech-Savvy Millennial,31,3,3,1,3,1,1,0,0,0,0,1,0,1,5,2,2,3,4,2,4,4,4,3,4,2,10,3,5,4,5,6,9,1,80,3,3.12,1.0,4.17,3.96,5.24,4.0,3,0.8819
R0889,Tech-Savvy Millennial,25,3,4,2,3,2,3,1,0,0,0,0,1,0,2,3,3,2,3,3,5,4,3,4,4,1,8,5,4,5,5,4,8,5,0,6,2.88,3.0,4.33,3.54,4.76,7.0,1,0.7631
R0890,Tech-Savvy Millennial,32,3,3,3,4,2,1,1,0,1,1,1,0,1,3,2,4,4,2,5,5,4,3,5,3,3,8,4,4,3,4,3,9,2,50,6,3.5,3.0,4.17,4.05,6.2,7.0,5,0.7369
R0891,Cautious Saver,44,3,2,4,3,1,3,0,1,0,0,1,0,1,2,4,3,2,3,2,3,4,5,4,3,3,10,3,3,3,5,6,6,3,30,2,2.88,4.0,3.5,3.84,4.76,7.0,3,0.835
R0892,Cautious Saver,36,4,4,4,3,1,2,1,0,0,0,0,0,0,4,1,3,3,2,2,3,3,4,4,2,2,7,4,3,3,7,4,9,3,10,2,2.62,3.0,3.5,3.71,3.84,5.0,1,0.655
R0893,Cautious Saver,42,2,4,5,2,1,4,0,0,0,1,0,1,1,3,2,3,3,3,1,5,5,5,5,4,2,7,4,3,3,4,9,5,1,30,3,2.75,1.0,3.5,3.58,4.7,5.0,4,0.73
R0894,Senior Finance Pro,40,3,4,3,4,1,3,0,0,0,0,0,1,0,4,3,2,2,2,2,3,5,4,5,4,3,5,4,4,5,5,5,8,3,80,3,2.38,1.0,4.0,3.79,3.76,6.0,1,0.605
R0895,Struggling Expat,30,3,3,1,3,2,3,0,0,1,0,0,0,1,5,3,5,5,3,4,3,5,4,4,2,2,5,4,4,3,2,5,5,4,10,2,4.38,1.0,3.5,4.29,8.36,4.0,2,0.57
R0896,Tech-Savvy Millennial,32,2,3,3,2,3,2,0,0,0,0,0,0,1,3,3,4,3,3,3,5,3,3,3,5,2,6,4,5,5,4,4,9,2,50,2,3.25,1.0,4.17,3.22,5.7,3.0,2,0.6519
R0897,Senior Finance Pro,46,3,5,5,4,1,2,1,1,0,0,1,1,1,1,3,3,2,1,1,4,5,5,5,4,2,6,5,3,3,5,7,4,2,80,1,2.0,5.0,3.5,3.6,3.0,9.0,5,0.65
R0898,High-Earning Nomad,39,5,3,5,5,1,4,0,0,0,0,1,1,1,2,2,5,1,1,2,4,5,4,4,5,1,8,3,3,4,4,6,10,1,80,4,2.5,1.0,3.17,4.05,4.2,8.0,4,0.7119
R0899,Tech-Savvy Millennial,30,3,3,4,2,3,2,0,0,0,0,0,1,1,3,4,4,1,2,2,5,4,3,3,3,1,7,5,3,5,5,6,8,1,50,2,3.0,1.0,3.83,3.1,5.0,5.0,2,0.7081
R0900,Tech-Savvy Millennial,31,3,4,3,3,2,1,1,0,0,0,0,1,1,3,2,3,4,1,3,5,5,3,4,2,2,7,4,3,4,6,6,10,1,50,2,3.0,3.0,3.83,3.6,4.8,8.0,4,0.7081
R0901,Tech-Savvy Millennial,29,3,5,3,4,1,1,0,1,0,1,0,0,1,2,2,3,3,3,3,4,3,3,4,4,2,6,3,5,5,6,6,2,1,50,2,3.12,4.0,3.67,4.16,5.04,8.0,3,0.6469
R0902,Tech-Savvy Millennial,33,2,3,3,3,1,2,1,0,0,1,1,0,1,3,2,4,3,3,2,4,4,4,4,3,2,6,4,3,3,5,5,8,2,80,2,2.88,3.0,3.67,3.84,4.76,6.0,5,0.6319
R0903,Tech-Savvy Millennial,28,3,3,3,2,2,3,1,0,0,1,0,0,0,4,3,4,3,2,3,5,4,4,4,3,1,7,4,5,3,4,5,8,1,10,3,3.5,3.0,4.17,3.65,6.2,4.0,3,0.7169
R0904,Struggling Expat,37,2,4,2,3,2,4,0,1,0,0,1,0,1,3,3,3,3,3,3,4,5,5,5,4,2,4,3,3,3,4,4,6,2,10,2,4.38,4.0,3.83,4.29,7.96,7.0,3,0.5281
R0905,Senior Finance Pro,41,3,3,4,3,4,2,0,0,0,0,1,0,1,2,3,4,2,2,2,2,4,5,4,5,4,4,3,2,4,5,3,10,4,50,2,2.88,1.0,3.5,2.94,4.76,4.0,4,0.49
R0906,High-Earning Nomad,42,3,4,5,4,2,3,1,0,0,0,1,0,1,2,4,4,4,4,3,4,4,4,4,5,2,7,4,5,3,2,2,9,1,50,2,3.5,3.0,3.67,4.05,6.6,7.0,2,0.6369
R0907,Cautious Saver,51,2,5,1,3,2,2,0,0,0,1,0,1,1,2,3,3,3,5,3,3,3,5,4,3,3,8,4,3,4,3,6,6,3,10,2,3.0,1.0,4.0,3.6,5.4,6.0,5,0.77
R0908,Senior Finance Pro,44,3,5,5,3,2,3,1,1,0,1,1,1,1,3,2,2,2,2,2,3,4,4,5,5,3,7,3,4,4,10,2,2,2,50,2,2.25,6.0,3.5,3.22,3.0,9.0,4,0.625
R0909,Tech-Savvy Millennial,28,5,3,3,3,2,4,1,1,0,1,0,0,1,3,2,4,3,2,2,5,4,2,3,5,2,6,3,4,4,5,4,5,2,30,4,3.0,6.0,3.83,3.6,5.0,9.0,3,0.6281
R0910,Senior Finance Pro,45,3,3,4,3,2,2,0,0,1,1,1,0,1,2,3,3,2,3,2,4,4,3,4,5,1,6,4,5,5,6,5,5,1,50,2,2.75,0.0,4.17,3.48,4.3,4.0,4,0.6669
R0911,Struggling Expat,40,2,2,4,4,1,4,0,0,1,1,0,0,1,4,3,4,2,3,4,5,4,4,5,3,3,5,4,3,3,4,4,5,3,30,2,3.75,1.0,3.67,4.47,6.7,5.0,4,0.5669
R0912,Tech-Savvy Millennial,32,2,3,4,3,1,1,1,0,0,0,0,0,0,3,2,3,3,2,2,3,4,4,3,4,1,6,4,4,5,6,3,2,5,0,2,2.88,3.0,4.17,3.84,4.56,5.0,0,0.6369
R0913,Struggling Expat,39,1,2,5,2,1,3,0,1,0,1,1,0,1,4,4,5,4,5,4,2,4,4,5,4,2,7,5,4,3,2,2,5,2,10,4,4.0,4.0,4.0,4.2,7.6,6.0,4,0.66
